CZ3-TI7003,CZ3-FI7020,CZ3-TI7041,CZ3-TI7001,CZ3-TI7005,CZ3-PI7101,CZ3-FC7002,CZ3-TI7043,CZ3-PI7008,CZ3-FI7017,CZ3-FI7019,CZ3-TI7007,CZ3-FI7018,CZ3-FC7007,CZ3-FIC7009,CZ3-FI7006
514.9592,1755.766,61.36216,515.2557,515.5518,0.8498734,171.4336,194.6897,0.8496859,4117.664,2575.019,515.5697,2674.486,166.9431,3.517138,74105.41
518.3169,2064.437,60.67265,518.8668,518.5822,0.8489556,169.629,195.7962,0.8502363,4206.327,2477.5,522.047,2903.457,159.5768,4.462157,75628.48
519.4785,1857.877,60.82609,516.8688,520.0206,0.8485937,171.1688,195.475,0.8495855,4109.822,2561.708,522.8677,2905.65,163.8045,4.143416,75865.3
519.3717,1930.021,62.34171,520.8726,520.9089,0.8495346,170.9894,196.136,0.8500004,4145.895,2459.189,524.0956,2694.459,162.4582,4.214973,77623.34
518.8393,2062.787,61.29943,519.0135,518.0033,0.8493542,170.0295,200.142,0.8503824,4043.646,2554.35,521.8088,2807.666,159.2664,4.554776,75909.99
515.7512,2226.676,62.481,515.5431,517.3438,0.8472812,169.4669,200.0689,0.8500624,4595.164,2835.611,521.8744,2945.946,158.9404,4.187118,75168.52
517.9917,2075.177,59.74505,519.6639,518.0986,0.8480182,169.6401,196.1672,0.8495697,4220.61,2654.96,521.9494,2801.012,160.8099,4.178372,76223.2
514.7546,1709.439,60.94041,498.3223,514.3158,0.8503564,170.4521,198.0425,0.8503771,3919.079,2408.264,514.8767,2832.923,162.5809,4.051906,73010.98
518.657,2109.506,62.3884,519.3641,519.2076,0.8492886,169.6856,200.1134,0.8506249,4151.45,2612.64,522.5888,2878.163,158.4758,4.578493,76381.93
516.6425,1811.446,60.02153,517.0338,517.6763,0.8475688,168.7238,202.3125,0.8495625,4195.498,2600.49,517.6833,2955.49,159.1911,3.69724,75266.62
518.7659,2121.664,62.17034,519.6387,519.1158,0.8487829,169.4784,199.7047,0.8495936,4106.058,2606.076,523.218,2881.931,159.9229,4.394655,76218.43
518.2996,2112.595,63.00414,519.1431,518.1027,0.8479494,169.9007,193.2956,0.8503124,4215.563,2613.403,522.3377,2909.548,158.1271,4.538947,76339.07
515.4063,1681.134,59.7307,514.8491,515.9094,0.8497577,170.8897,198.0017,0.8505793,4104.197,2434.048,515.5786,2711.902,164.3989,4.014965,73685.55
515.4011,1732.846,59.5674,515.8657,515.6966,0.8499104,171.9431,194.5161,0.8497229,4094.176,2559.698,516.106,2651.974,166.1933,3.516193,73802.34
518.425,1953.51,62.09203,518.6829,519.2505,0.848414416,170.4581,196.8009621,0.8501586,3930.082,2480.123,522.3158,2744.533,162.4326,4.06072121,76692.66
517.9906,2096.541,62.50181,519.1001,518.7444,0.8467928,170.3673,192.3509,0.8501266,4248.22,2687.51,522.1534,2842.289,164.7664,3.613633,73079.8
517.8198,2015.696,61.43626,518.2506,518.0676,0.8491459,169.9388,200.1209,0.8495625,3958.403,2506.343,521.6047,2760.271,159.8472,4.421634,76010.32
518.6039,2037.82,60.72146,518.915,519.228,0.8484661,169.4736,198.6626,0.8497517,4050.964,2552.287,522.0515,2805.782,157.9303,4.255706,74201.61
519.0702,2254.117,58.02325,517.8134,516.2094,0.8442677,169.4871,200.5063,0.8481908,4453.749,2647.589,523.4188,2971.214,163.3326,3.056881,77397.33
514.459,2202.754,63.5092,515.1152,516.1449,0.8472812,170.5886,200.2874,0.8500624,4589.199,2803.767,520.9389,2930.75,161.2476,4.070205,77212.14
515.8801,1857.795,61.05632,518.3427,516.3174,0.8490788,171.0678,193.3961,0.8499117,4304.174,2485.468,519.3924,2657.892,161.3196,4.252338,72620.47
519.3025,1897.17,61.04826,520.2164,520.028,0.8490369,170.9467,195.2884,0.8507535,4344.432,2493.935,523.812,2680.328,162.7008,4.215374,75833.12
517.606,2043.454,60.96484,517.6992,517.2734,0.8464062,169.5694,196.8695,0.8470312,4127.739,2461.301,521.0799,2895.141,159.5725,4.278799,76573.55
516.9116,1807.986,60.54202,517.8361,518.0637,0.8483242,168.7778,203.2283,0.8497059,4189.425,2619.182,517.6022,2957.829,161.5271,3.641017,75258.79
517.6693,2246.721,54.12664,516.5889,518.3069,0.8472985,169.5022,195.2551,0.8504782,4504.701,2846.958,522.6578,2949.566,157.7522,3.605437,78183.2
519.2059,1859.817,60.57462,516.7711,520.9699,0.8486633,171.0849,193.4884,0.8498507,4086.203,2562.332,522.3721,2892.384,159.1908,4.634405,76358.91
515.7457,1692.846,59.67167,516.2426,515.6262,0.8514159,170.8143,190.9055,0.8501981,4098.598,2509.02,516.0256,2721.417,164.2381,4.180265,74170.09
517.3044,1735.885,61.32166,516.7465,517.2872,0.8480443,171.1093,194.7167,0.8505858,4268.542,2629.934,518.2896,2870.929,163.7391,4.223548,75472.88
519.1058,1898.77,61.52901,518.1972,519.6663,0.8481296,170.9472,195.6415,0.8492401,4112.089,2639.019,521.8282,2982.992,163.7332,4.143773,78600.52
517.6464,1735.438,61.61901,517.4477,518.23,0.8477187,170.6005,197.2318,0.8503749,4213.61,2606.608,518.3232,2853.965,163.6774,3.986448,74712.79
519.816,1994.481,60.15504,518.3414,519.8062,0.8498957,172.5444,196.4918,0.8495187,4016.431,2489.83,523.7679,2872.809,163.1506,4.339458,77191.27
516.5621,1832.172,60.0871,517.1075,517.682,0.8475636,168.7535,202.3125,0.8495676,4232.494,2637.376,517.5886,3001.452,158.8196,3.69823,75749.17
517.2297,1796.638,63.78242,518.1306,518.8835,0.8475274,168.9243,202.4511,0.8500417,4216.459,2625.702,518.1189,2959.367,164.0586,3.763549,75191.47
519.2049,1788.363,60.58662,519.9268,519.6914,0.8472247,171.0381,196.4418,0.8503589,3924.695,2264.067,523.4982,2533.627,162.4657,4.127786,75174.2
515.0258,1739.183,62.9151,516.1934,516.6701,0.8483451,171.2966,199.9031,0.8497504,4237.819,2502.002,515.9719,2764.906,162.9961,3.959492,73135.54
518.8492,2095.122,58.86155,519.3062,518.3305,0.8467017,169.7226,193.4065,0.8502504,4143.574,2585.424,522.0699,2909.915,160.1669,4.127988,74436.66
517.8569,2166.845,63.63279,518.9793,518.3616,0.8464687,169.8227,201.1215,0.8499929,4400.725,2628.14,522.6476,2885.683,161.6893,3.982782,78508.06
515.5106,1685.403,61.4586,516.7052,515.5968,0.8498749,172.0885,198.9814,0.8505467,4093.618,2511.911,516.0565,2849.856,165.5539,3.816328,73738.05
520.1064,1848.066,61.1316,520.0937,520.46,0.8489999,170.7719,196.1011,0.8495858,4064.156,2355.869,523.9467,2642.705,162.8404,4.202764,76990.18
515.4649,1774.744,61.08789,516.8044,516.7101,0.8488125,171.241,198.3497,0.8498107,4271.698,2648.446,516.6904,2969.318,166.4809,3.561175,73121.7
518.1961,2068.962,60.14469,518.7493,518.6376,0.8485784,169.9143,195.376,0.8496513,4031.521,2552.074,522.4189,2846.02,159.9385,4.481111,75761.35
520.5096,1869.653,60.89817,520.5065,520.6911,0.8489375,170.7894,196.9203,0.8504375,4081.8,2356.861,524.2496,2645.063,161.9331,4.206013,76783.04
517.0034,1755.494,59.34941,517.8086,518.0539,0.8492316,170.7741,200.7002,0.8517444,4249.689,2613.948,518.0538,2891.675,163.4166,3.373556,73781.91
517.9594,2201.681,57.53036,518.3958,518.2856,0.8472177,170.1221,201.2574,0.8504374,4462.352,2701.356,522.7155,2876.93,165.9536,3.669213,77954.21
516.7681,2120.788,58.96815,517.511,517.1747,0.8482193,170.0473,195.6738,0.8505315,4337.371,2733.931,521.0126,2854.915,164.4591,4.031152,75589.09
518.5109,2100.814,61.05893,518.7681,518.0797,0.8479687,170.1046,192.9558,0.8499501,4209.188,2621.873,521.5949,2907.37,160.7971,4.491235,73328.63
516.3533,1690.394,62.44504,516.6685,515.8345,0.8497427,170.6822,198.2926,0.8498914,3956.894,2456.745,516.0486,2835.916,162.0515,4.058621,75337.3
517.901,2004.197,61.41366,518.713,518.0919,0.8489568,169.8161,194.5933,0.8503636,4168.281,2445.222,522.1832,2848.682,159.2124,4.831213,76655.02
517.5206,1695.758,61.56253,521.1475,517.1422,0.8477187,171.8744,197.3331,0.8503749,4263.311,2577.285,517.998,2842.761,162.7077,3.989609,74131.69
521.5363,2081.431,62.27769,517.406,521.4409,0.8491322,171.1293,198.0891,0.8498801,4037.579,2769.401,523.8588,2925.355,160.3932,4.26832,77969.28
517.9044,1798.269,65.68534,516.9748,518.2614,0.8474583,169.3605,199.6964,0.850587,4177.16,2620.931,518.5628,2944.729,159.5469,4.10784,74192.25
517.4317,1747.901,59.2734,517.8549,518.1323,0.8476526,171.013,200.1544,0.8503596,4205.441,2616.455,517.7757,2833.269,165.3168,3.337122,73774.09
519.4481,1926.408,62.03743,519.8952,520.3198,0.8489719,170.9843,196.6978,0.8498085,4133.48,2448.856,523.9446,2699.051,162.6999,4.151851,74299.68
516.9385,1755.274,61.77382,515.4935,517.8707,0.8475937,171.7406,197.635,0.85,4317.519,2580.365,517.6909,2940.388,164.5597,4.141371,73789.9
518.9343,2071.434,62.06678,518.6159,518.809,0.8487012,170.1501,200.1937,0.8492637,4108.934,2574.136,522.8832,2839.01,159.4765,4.468971,75491.36
515.6934,1865.45,61.01476,516.7601,516.7627,0.8497525,171.3355,194.3414,0.8498007,4287.449,2482.948,519.6753,2659.053,161.0218,4.247551,72614.05
515.3779,1703.376,62.9208,514.1123,516.9283,0.8494595,170.9361,198.6136,0.8498749,4024.896,2469.82,516.3174,2833.77,162.9625,4.058632,74837.02
517.5979,1756.286,61.42992,515.5912,517.9661,0.8477522,171.5174,199.3726,0.8504899,4273.679,2566.183,518.7288,2918.932,162.5953,3.968578,76285.03
518.1578,2069.748,62.33453,519.2766,518.9943,0.8495511,169.8324,200.0696,0.8506249,4131.01,2572.971,522.0072,2844.421,158.6595,4.572745,76794.42
514.66,1670.707,61.70846,512.5755,516.9388,0.8487273,172.0488,198.9082,0.8493528,4214.963,2490.926,516.0262,2799.131,164.7079,3.631475,73271.66
518.4772,2138.28,61.79161,518.8842,518.9322,0.8479826,169.8902,193.8421,0.8492031,4428.444,2610.079,522.3497,2985.249,161.1454,4.383697,74650.35
515.0768,1688.367,62.05536,512.9484,516.9657,0.8498932,172.6438,199.6756,0.8506432,4125.39,2492.719,516.1428,2787.814,165.1994,3.876973,75191.73
517.8156,2091.747,61.63166,518.2074,518.4807,0.8463914,170.5836,194.6433,0.8499007,4203.377,2674.956,521.9847,2840.16,162.128,3.575838,74782.62
517.947,2143.173,61.29671,519.0552,517.7763,0.8482835,169.8416,193.7173,0.8504167,4203.109,2614.972,522.0858,2967.733,161.9057,4.463739,74223.23
517.9043,2057.804,61.33839,519.0955,517.6349,0.8486781,170.022,198.8526,0.8497499,4091.339,2548.866,521.97,2823.689,158.0238,4.242132,74310.38
519.6979,1881.636,62.10422,519.894,520.2379,0.8493226,171.1818,194.0101,0.8498749,4329.644,2473.354,524.1132,2629.412,164.756,4.187678,77259.63
516.4577,2228.693,64.17112,516.082,518.0152,0.8463275,169.683,200.2154,0.8502845,4600.692,2813.464,522.6078,2940.344,162.3974,4.051086,76506.91
518.45,2042.36,59.06304,519.337,518.5504,0.8481257,170.789,193.121,0.8498179,4170.036,2624.043,521.8903,2786.088,163.9308,3.904204,75120.88
518.3809,2030.68,58.54463,515.8399,518.2443,0.8483294,170.7193,196.1573,0.8496651,4377.279,2634.822,523.0526,2859.913,160.3714,3.836522,76983.51
518.4092,2062.014,59.77866,514.9178,519.3391,0.8468181,170.3931,192.2828,0.8491899,4488.786,2755.373,522.9005,2952.464,160.0029,4.405345,75884.9
517.6377,2038.069,59.91287,514.2094,518.1753,0.8485244,171.0085,195.3378,0.8499216,4453.376,2737.058,522.0644,2937.416,159.8989,4.36596,75521.98
518.396,2086.932,62.31335,518.4114,517.8049,0.8474196,169.4952,193.7863,0.8494543,4369.964,2555.553,521.7024,2949.96,160.0784,4.415314,76560.04
517.6411,2201.749,62.22982,519.2209,518.5599,0.8470842,169.9627,198.8581,0.8500293,4421.009,2668.815,522.2194,2927.891,160.0177,3.918732,78833.52
516.9316,1827.061,60.18314,517.6985,518.3208,0.8475935,169.9443,202.4138,0.8503288,4187.409,2625.378,518.3623,2980.416,160.9829,4.088141,75863.9
516.1349,2078.607,60.87737,516.281,516.4877,0.8453972,170.4823,191.7644,0.8464402,4291.115,2552.557,520.92,2918.842,159.9711,4.507421,74605.26
516.3005,2168.375,63.78363,514.709,516.8762,0.8472812,170.1405,200.1803,0.8500624,4578.13,2785.333,520.6079,2934.42,161.3878,4.084498,75807.35
517.4,1695.55,61.42204,517.4336,518.3543,0.8477187,171.5503,197.3146,0.8503749,4345.278,2538.442,518.0244,2829.682,162.74,3.988977,74334.03
516.8427,2145.871,61.98932,515.246,517.1918,0.8468596,169.396,201.2788,0.8499848,4634.938,2827.628,522.119,2997.567,160.8653,4.038393,74907.23
519.8948,1923.612,61.39439,519.921,520.6495,0.8493044,171.0357,196.3202,0.8498632,4125.582,2434.398,524.3035,2709.514,163.1802,4.185513,76215.77
520.2012,1899.063,62.01134,519.162,519.881,0.8483148,170.3265,196.902,0.8507268,4085.545,2643.814,522.5151,2970.862,164.8849,4.227721,76623.2
519.8926,1808.132,60.02625,518.0629,519.8992,0.8493659,170.3147,195.7665,0.8489499,4248.999,2519.521,522.2835,2906,162.6695,4.224554,76680.61
518.0671,1781.707,59.05838,518.4271,518.1313,0.8479998,172.4275,196.8759,0.8504612,4236.546,2586.816,518.3164,2958.201,164.7627,3.645364,71980.82
518.4002,2038.477,60.21074,519.3207,518.8125,0.8479617,170.1837,193.1051,0.8498715,4110.144,2611.756,522.1082,2764.186,161.2401,4.03326,75080.91
514.4478,1721.269,60.64466,513.9169,515.496,0.8492178,171.3914,200.2126,0.8501536,4205.967,2467.313,515.505,2890.611,165.4861,3.907744,73755.77
518.3959,2117.537,62.13194,519.0807,518.5084,0.8468292,170.3676,195.1912,0.8497499,4323.167,2727.935,521.79,2862.672,163.2341,3.841321,75339.45
516.5554,1837.177,60.36187,516.9869,516.8124,0.8475436,168.9456,202.3192,0.8496249,4209.527,2634.543,517.5513,3005.878,159.7241,4.026774,75052.13
518.194,2014.814,64.15075,519.5077,518.3468,0.847945,170.179,193.1526,0.8503484,4163.798,2467.828,521.7964,2876.002,158.7308,4.456067,74450.2
519.194,1923.377,62.60218,519.9902,520.448,0.8496763,171.2988,196.0791,0.8498671,4084.527,2435.839,523.7274,2660.555,162.6412,4.203131,78541.16
519.2369,1778.191,61.02021,519.7787,519.9127,0.848945,171.5639,196.1649,0.85032,3889.025,2254.883,524.0098,2491.136,162.9051,4.164725,75720.57
518.0608,2084.032,61.80128,517.2286,518.3364,0.8471492,169.9983,194.922,0.8502595,4222.536,2687.001,522.5896,2793.716,163.4312,3.60142,75400.68
515.5141,1713.108,62.9021,515.378,515.8745,0.8497016,171.414,199.5775,0.849864,3995.51,2493.126,516.1992,2852.817,161.6538,4.131753,74155.81
518.3441,2111.375,59.07093,519.147,518.2158,0.8471627,169.9283,192.9763,0.8496382,4295.404,2696.905,521.9314,2895.161,161.3519,4.053899,74385.41
514.9811,1739.702,60.28982,515.7238,515.7578,0.8491952,170.866,192.9424,0.8493236,4434.896,2619.37,515.9244,2787.34,163.411,3.856199,73198.76
518.3134,2103.966,62.17696,518.3949,517.6791,0.8479396,170.2124,192.846,0.8496085,4262.505,2637.787,522.2075,2924.887,158.5001,4.49685,74666.7
518.9352,1952.744,61.41982,520.9355,520.444,0.8491461,171.5047,194.5056,0.8495625,4513.469,2567.927,524.1276,2766.4,164.0384,4.152236,75905.08
517.4666,1706.993,59.49762,518.46,518.2341,0.8496113,171.7102,194.0419,0.8516335,4391.248,2584.615,517.382,2796.783,164.5721,3.571619,74131.18
518.3418,1930.618,60.34679,518.454,520.2101,0.849828,171.2137,193.6868,0.8495743,4376.872,2541.389,523.73,2716.225,164.8336,4.261649,75944.69
516.9536,1711.825,61.80616,517.6321,517.9863,0.8482513,171.3839,198.0861,0.8498749,4118.559,2552.947,517.7125,2816.174,164.4255,3.910014,74495.91
515.0814,1754.747,60.80903,514.8735,516.0474,0.8483399,171.5927,200.0143,0.8489392,4104.277,2545.83,516.314,2925.044,166.8832,3.973758,74132.75
519.6791,2080.183,62.22943,519.2056,518.7952,0.8477914,169.6842,191.6033,0.8497527,4305.181,2526.216,522.286,3001.143,165.5824,3.741199,78024.98
517.9312,2111.302,58.92686,519.0366,518.5132,0.8478554,170.067,192.9717,0.8502579,4277.577,2696.419,521.9438,2861.361,163.7292,3.893306,74111.2
519.2978,1743.991,61.35456,520.4719,519.0215,0.8491577,170.1546,195.4708,0.8503084,4359.73,2651.236,519.5741,2921.921,164.0648,4.149548,75725.95
518.6996,1894.259,59.49469,517.545,519.4031,0.8485937,171.0745,195.0603,0.8495625,4177.297,2644.127,522.2709,2986.225,162.0044,4.174855,76185.07
517.1179,1735.186,62.16308,515.6223,519.0135,0.8483964,171.4788,197.9578,0.8498749,4241.013,2569.352,518.5385,2845.461,164.1759,3.977229,73800.85
518.6814,2047.679,61.45135,518.6562,518.3587,0.8479295,170.1746,193.6093,0.8501874,4264.762,2507.541,522.3471,2880.864,162.4994,4.405005,75508.86
519.1138,1900.661,60.72508,519.4047,519.8892,0.8494149,171.4692,192.9937,0.850593,4343.367,2475.843,524.3482,2671.285,164.2535,3.68546,76069.41
517.5081,1771.992,61.38995,518.1815,517.9732,0.8466787,170.847,197.1516,0.8490039,4041.017,2546.521,517.8588,2874.918,161.1952,4.140682,76468.69
517.7676,2090.105,59.00003,518.5352,518.302,0.8479687,170.1127,192.9703,0.8504527,4262.049,2672.679,522.0405,2851.535,163.269,3.842834,74702.47
517.5806,2040.481,60.38183,514.2826,518.4377,0.8483213,171.3166,200.1413,0.8498749,4402.513,2744.975,521.4343,2880.934,164.648,3.711537,75742.68
515.8498,1720.529,60.40493,517.1085,516.1611,0.8492702,170.2758,198.4663,0.85,4139.134,2462.766,516.2581,2733.062,163.909,3.817668,73170.59
514.7138,1775.964,58.79659,515.3942,515.7328,0.8485537,171.4102,196.209,0.8491059,4281.275,2542.866,515.9747,2827.287,163.641,3.871225,74344.78
518.5015,1983.304,61.78498,518.7859,518.123,0.8490865,169.8531,197.75,0.8499699,4041.19,2419.401,521.9813,2783.69,161.086,4.151905,77240.46
516.9897,1746.562,58.64774,517.8086,518.0174,0.8492914,170.4173,200.6894,0.851726,4244.19,2610.426,518.0468,2884.665,166.0619,3.373505,73480.22
518.0284,2065.432,58.48366,518.9904,519.0212,0.848469,170.1446,193.1637,0.8498124,4099.842,2631.108,522.2817,2782.269,163.5275,3.900098,75616.45
519.5433,1936.678,61.75994,519.342,519.9726,0.8489375,170.569,197.0662,0.8504477,4226.185,2438.046,523.7132,2758.034,161.8559,4.173251,75828.19
518.0934,2017.926,62.15582,518.4976,518.134,0.8490223,169.8163,196.7565,0.8500129,4117.503,2454.889,522.1263,2836.767,160.7539,4.500679,75225.32
518.578,1992.462,61.21279,519.6164,518.7022,0.8494667,170.4238,195.342,0.8505799,3983.37,2460.658,522.2462,2730.959,160.4341,4.531878,75578.02
516.7758,1810.553,60.56422,517.1525,516.3585,0.8495877,171.7522,192.3312,0.8507688,4257.51,2648.531,516.6414,2805.529,165.0989,3.843211,73626.31
518.8974,1987.355,59.98592,516.9609,519.2228,0.8487502,171.4465,194.2126,0.8500088,4335.147,2593.614,524.0362,2864.963,161.4863,4.239446,78440.44
514.7324,1664.198,59.17826,515.4333,516.9037,0.8491668,170.9464,191.4371,0.8514446,4268.286,2488.58,516.2555,2692.685,161.8479,4.51764,72905.44
519.4355,2052.138,62.01039,519.2745,519.4923,0.8486141,169.9632,197.4568,0.8495625,4156.753,2457.635,522.9307,2875.702,162.145,4.561235,76583.14
519.4833,1874.486,57.57878,519.4448,519.7299,0.8501675,171.6268,193.4002,0.8507529,4294.913,2444.048,523.7666,2649.576,163.2733,3.777361,76478.76
518.3334,2113.686,62.52897,518.5934,518.7985,0.8471235,170.0897,193.8662,0.8502565,4212.228,2617.852,522.6102,2913.093,159.2224,4.456496,75276.68
516.5222,1732.678,61.09182,515.9315,516.7297,0.8507384,170.397,198.5603,0.8509095,3979.233,2409.474,516.125,2746.826,162.836,4.064354,74916.05
516.7233,2229.846,63.14117,519.9359,519.9893,0.8472812,169.7759,200.0653,0.8500624,4570.361,2820.192,521.9774,2941.125,160.5909,4.167877,76005.73
519.9565,1848.054,61.64303,519.6493,519.7761,0.8489632,170.6211,196.4241,0.8504375,4029.973,2337.215,523.6263,2622.352,162.0568,4.260773,76334.91
515.4551,1721.116,61.69744,515.6311,516.4193,0.8493515,170.6291,198.9664,0.85,4135.277,2481.061,516.2422,2713.658,163.3428,3.876767,73662.98
517.4725,2108.065,61.52519,518.0618,518.0145,0.8475146,168.7911,193.7048,0.8499104,4158.365,2605.701,522.0687,2892.754,161.2729,4.386227,75056.87
519.0576,1860.573,62.32828,519.3947,520.3563,0.8495635,171.4757,199.4783,0.849955,4050.22,2392.365,524.0475,2612.516,163.2247,4.349736,76891.11
516.4262,2198.284,62.83471,515.4794,517.4034,0.84736,169.4233,200.5278,0.85,4506.283,2811.66,521.2643,3004.21,162.9848,3.74442,76146.48
517.8297,1960.164,61.3148,518.481,518.3126,0.8489609,169.1904,200.3452,0.8505766,3888.618,2467.584,522.2588,2730.658,162.3068,4.278872,76760.1
517.1289,2023.269,60.12251,517.4098,517.3661,0.8468372,169.514,196.9698,0.8486409,4060.813,2437.453,521.1209,2866.521,160.1571,4.269064,76627.22
519.7943,1963.959,62.67885,520.2086,520.2975,0.8486854,171.091,196.7144,0.8496054,4249.326,2497.39,523.8132,2772.809,161.0025,4.073987,76391.27
520.5571,2050.806,62.84603,516.3727,520.5057,0.85022,171.1279,197.2784,0.8520292,4030.001,2740.398,523.5457,2930.226,160.44,4.617234,77085.91
519.5649,1894.107,60.51471,521.3645,520.9406,0.8492274,171.407,192.8517,0.8503274,4332.573,2474.145,524.6052,2673.915,161.6007,3.688187,76336.7
519.853,1812.306,58.96315,518.6421,520.1583,0.8492835,170.8944,195.6968,0.8488572,4223.542,2518.721,522.3262,2886.624,164.6579,4.234825,76295.59
518.0872,1808.245,62.7016,517.9984,518.2296,0.8470108,168.6043,200.7196,0.8496406,4200.729,2603.016,518.6624,2981.434,158.1519,4.064312,74641.91
516.4509,1706.979,62.61464,517.5424,516.1052,0.8498788,170.4164,198.2293,0.8499196,4100.528,2435.347,516.3336,2853.644,163.4816,4.042145,74014.03
518.4311,2050.242,59.68077,518.069,518.292,0.8479298,170.0873,190.4563,0.8510511,4182.839,2628.069,522.933,2804.705,165.4916,3.228447,75449.93
517.5569,2131.385,63.6337,517.0446,517.9021,0.8472801,169.7925,201.034,0.85,4442.707,2683.225,522.0307,2914.719,161.1205,3.921252,78499.96
518.3292,1983.932,62.69287,518.2418,517.7407,0.8479688,170.2645,193.651,0.8501199,4119.083,2418.208,522.2429,2826.94,160.4069,4.858997,75732.71
515.199,1655.693,62.98835,515.5409,515.6811,0.8492262,170.7565,200.1734,0.849233,4150.718,2340.295,515.9576,2833.37,161.2608,3.707581,74034.85
518.3621,2076.061,61.43708,517.9493,518.6835,0.8479687,170.2258,192.9532,0.8501249,4150.192,2602.113,521.6598,2872.53,160.8082,4.49324,74245.99
517.7256,1771.973,62.47118,517.5657,518.3619,0.8472134,170.2151,201.727,0.8509609,4257.836,2601.916,518.3723,2909.13,164.0618,3.254544,73678.59
515.2512,1658.559,60.88374,515.0314,515.9121,0.8485325,171.0052,197.4164,0.8499141,4259.171,2484.867,516.1996,2694.296,168.5787,3.728926,72669.73
515.0238,1754.756,61.23113,515.6697,515.8395,0.8487488,171.4,194.5233,0.8500809,4280.429,2494.846,515.8846,2693.272,161.4572,4.16372,72056.74
519.9155,1927.808,64.18228,519.3927,518.9651,0.8490996,171.168,197.594,0.8504481,4140.675,2447.684,523.7045,2702.062,161.8886,4.066988,76166.75
518.5891,2014.606,61.42431,518.8629,518.2011,0.8486471,170.062,194.4394,0.8496249,4083.355,2440.452,521.7374,2838.451,159.3156,4.619376,75948.62
516.8436,2111.947,60.96902,515.6462,517.9642,0.8480447,169.8315,201.7207,0.8501304,4623.721,2820.97,522.0571,2951.045,162.5096,3.451339,76416.18
519.441,1894.502,60.60452,520.731,520.9404,0.8477942,170.9916,193.8992,0.8486593,4377.553,2491.813,524.3787,2698.066,163.5155,4.10517,75770.01
518.0001,1977.406,61.1701,518.1232,518.0389,0.8481708,169.6911,197.3275,0.8499488,3992.65,2491.783,521.7924,2725.323,159.3436,4.448901,74999.46
518.9447,2119.268,59.75264,517.1339,519.5246,0.8478778,169.663,193.6582,0.8499074,4174.438,2597.44,522.3949,2949.462,160.4899,4.486139,74109.88
518.3965,2010.012,64.52224,519.3059,518.8475,0.8485444,170.0549,199.8098,0.8503876,4275.757,2443.697,522.2072,2882.296,164.6611,4.088477,77572.89
517.4259,2110.36,61.19383,513.3018,517.1827,0.8480127,171.2964,200.9164,0.8498749,4526.547,2789.005,520.7269,2996.189,164.9608,3.592551,75377.14
515.5472,1755.101,60.35596,515.6651,515.727,0.8503872,171.9764,194.7569,0.8499753,4136.457,2587.361,516.2738,2676.138,165.5917,3.525012,74060.52
515.1004,1771.179,61.25377,515.1501,515.8272,0.8494471,171.168,192.7392,0.8502075,4146.755,2571.465,516.1351,2726.33,164.7331,3.80336,73204.63
519.0397,2067.201,59.7053,518.9199,518.5726,0.8479687,170.3275,193.783,0.8495625,4164.076,2669.039,522.2798,2834.35,161.732,3.895796,76075.52
518.4512,2071.099,60.41569,518.9948,518.3691,0.8482102,169.5178,193.014,0.8503187,4315.743,2520.978,521.8306,2908.286,161.1066,4.586331,76054.51
516.2919,2063.384,61.10897,513.9946,517.6693,0.8492311,170.8802,195.5888,0.8501135,4509.236,2768.751,521.383,2983.886,165.9184,4.234025,73939.68
518.8483,1964.191,61.84495,518.3709,519.1039,0.8480209,171.0524,196.8825,0.8503721,4250.386,2450.493,523.306,2764.938,161.8039,4.172676,75606.48
514.2729,1750.393,59.83179,515.4468,515.1453,0.8495581,171.6267,193.8485,0.8499548,4459.382,2620.401,515.418,2811.269,164.158,3.610773,73433.16
518.307,2083.945,58.84181,518.7619,518.3742,0.8480724,170.44,193.3148,0.8506837,4120.47,2587.537,521.8344,2896.018,159.9153,4.211767,74726.46
515.4926,1676.766,59.38856,515.3307,516.1759,0.8492883,170.9204,191.9279,0.8494235,4337,2508.135,516.3022,2736.071,161.3354,4.506569,72724.54
517.923,2070.678,58.63242,518.8889,518.2051,0.8490624,170.1678,193.1581,0.8505824,4339.369,2554.002,522.2147,2909.66,159.9802,4.231436,77545.25
516.8913,1748.858,58.94724,517.9141,517.6659,0.8480786,170.6846,200.3573,0.8503792,4281.807,2614.763,517.8571,2886.13,165.8804,3.494085,74570.37
518.3331,2052.313,61.66212,518.998,518.6998,0.8483494,169.8538,195.509,0.848968,4179.61,2500.439,522.026,2863.541,160.6117,4.514342,75803.07
518.4268,2024.952,61.74248,518.1926,518.5233,0.8487758,169.7218,199.1597,0.8497499,4024.129,2499.066,521.906,2781.354,158.2102,4.227324,74610.98
517.1038,1628.778,61.96535,518.0746,519.0554,0.8486159,171.0649,196.2659,0.8502654,4201.204,2454.628,518.4234,2724.959,164.6199,3.959318,75362.41
515.4135,1782.292,61.04481,515.624,515.7919,0.849617,171.2557,193.6831,0.8501381,4233.245,2631.54,515.8893,2760.758,164.9303,3.746746,73665.23
518.3002,2036.393,61.43263,518.6699,518.64,0.8483587,169.412,193.8693,0.8503348,4183.259,2462.256,522.2119,2898.388,157.9944,4.690423,72300.57
